InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
520046,Dg644,ADD QUESTION,11,2023-12-02 17:18:14,38.21,76889,EIRE,420.31
520046,uG505,MOTHER,6,2023-12-02 17:18:14,88.73,76889,EIRE,532.38
520046,nB770,INTERVIEW HAND,10,2023-12-02 17:18:14,76.67,76889,EIRE,766.7
520046,zR693,MOVEMENT HER DEBATE,6,2023-12-02 17:18:14,50.15,76889,EIRE,300.9
520046,rH686,SEND YES,10,2023-12-02 17:18:14,44.51,76889,EIRE,445.09999999999997
520046,Iy858,FAR EXPLAIN SUCH,5,2023-12-02 17:18:14,26.42,76889,EIRE,132.10000000000002
558233,qC753,SELL FORM,7,2023-01-28 03:12:58,84.35,26994,United Kingdom,590.4499999999999
558233,GP445,PROTECT FRONT DISCUSS,17,2023-01-28 03:12:58,29.3,26994,United Kingdom,498.1
558233,Te842,IF I BAG,12,2023-01-28 03:12:58,37.41,26994,United Kingdom,448.91999999999996
558233,qn243,AREA PULL,11,2023-01-28 03:12:58,15.85,26994,United Kingdom,174.35
558233,WO378,OUTSIDE INTERESTING,6,2023-01-28 03:12:58,82.78,26994,United Kingdom,496.68
C558233,ru852,ATTACK,-11,2023-01-28 03:12:58,96.88,26994,United Kingdom,-1065.6799999999998
558233,CH758,FINISH SMALL SEEM,11,2023-01-28 03:12:58,6.76,26994,United Kingdom,74.36
558233,MZ129,BELIEVE GET SOCIAL CHARGE,14,2023-01-28 03:12:58,19.42,26994,United Kingdom,271.88
558233,eT064,BANK HEALTH COMPANY INCLUDING,16,2023-01-28 03:12:58,99.67,26994,United Kingdom,1594.72
552626,sA536,INDUSTRY,14,2023-03-07 22:25:05,31.25,70685,United Kingdom,437.5
552626,Cy824,WIN DECIDE,10,2023-03-07 22:25:05,24.45,70685,United Kingdom,244.5
552626,oY217,EXECUTIVE MILITARY RELATE,10,2023-03-07 22:25:05,9.77,70685,United Kingdom,97.69999999999999
552626,HC789,REST BLACK,18,2023-03-07 22:25:05,31.32,70685,United Kingdom,563.76
552626,bO027,CALL THIS,9,2023-03-07 22:25:05,71.06,70685,United Kingdom,639.54
536750,Yl707,WITH WITH NECESSARY,14,2023-04-23 08:03:32,42.7,93763,United Kingdom,597.8000000000001
536750,oY217,EXECUTIVE MILITARY RELATE,1,2023-04-23 08:03:32,9.77,93763,United Kingdom,9.77
517989,BF257,SPRING SCENE,9,2023-05-31 19:40:22,71.17,66897,United Kingdom,640.53
517989,RR718,STYLE LARGE ECONOMY,3,2023-05-31 19:40:22,48.81,66897,United Kingdom,146.43
517989,CA344,SAME DARK,5,2023-05-31 19:40:22,81.78,66897,United Kingdom,408.9
517989,tu669,FINANCIAL LOCAL AREA,10,2023-05-31 19:40:22,21.05,66897,United Kingdom,210.5
503015,WC097,SEEK SEEK RECENT,17,2023-12-28 21:38:39,81.93,59945,United Kingdom,1392.8100000000002
503015,hf269,NATURE RULE,17,2023-12-28 21:38:39,66.37,59945,United Kingdom,1128.29
503015,Zz218,SHORT PROCESS,19,2023-12-28 21:38:39,1.75,59945,United Kingdom,33.25
503015,Gy498,ALL GREEN AUTHORITY,6,2023-12-28 21:38:39,2.09,59945,United Kingdom,12.54
530246,FX867,IN BUDGET WHO,2,2023-09-14 09:02:53,55.87,63818,United Kingdom,111.74
530246,UE558,AGE INCREASE ACTIVITY SHORT,7,2023-09-14 09:02:53,1.92,63818,United Kingdom,13.44
530246,Bx836,KITCHEN MAIN STILL,12,2023-09-14 09:02:53,10.46,63818,United Kingdom,125.52000000000001
574178,WE637,THREAT POPULATION,17,2023-09-15 23:31:22,80.07,34759,United Kingdom,1361.1899999999998
574178,CH758,FINISH SMALL SEEM,3,2023-09-15 23:31:22,6.76,34759,United Kingdom,20.28
574178,qv800,CHILD AFFECT,14,2023-09-15 23:31:22,78.7,34759,United Kingdom,1101.8
574178,hC979,FORGET FINAL,16,2023-09-15 23:31:22,33.01,34759,United Kingdom,528.16
574178,Hy353,BILL,17,2023-09-15 23:31:22,68.43,34759,United Kingdom,1163.3100000000002
551272,ls326,MOMENT CHILD INSTITUTION,9,2023-09-09 12:36:51,75.39,45890,United Kingdom,678.51
551272,dd815,AS PARTICIPANT,11,2023-09-09 12:36:51,75.77,45890,United Kingdom,833.4699999999999
551272,rH686,SEND YES,5,2023-09-09 12:36:51,44.51,45890,United Kingdom,222.54999999999998
551272,Es316,BLUE GROWTH YEAH,11,2023-09-09 12:36:51,26.72,45890,United Kingdom,293.91999999999996
551272,uV014,IMPROVE ANYONE CITY,13,2023-09-09 12:36:51,14.57,45890,United Kingdom,189.41
519595,Fo352,DESCRIBE ENTIRE,2,2023-12-07 13:26:25,29.99,67893,United Kingdom,59.98
519595,WE391,EACH FORGET CATCH,10,2023-12-07 13:26:25,42.95,67893,United Kingdom,429.5
519595,Bx836,KITCHEN MAIN STILL,13,2023-12-07 13:26:25,10.46,67893,United Kingdom,135.98000000000002
519595,BD790,ACTION GLASS PAY COMMON,5,2023-12-07 13:26:25,19.33,67893,United Kingdom,96.64999999999999
519595,mi215,OFFER DEBATE,11,2023-12-07 13:26:25,65.44,67893,United Kingdom,719.8399999999999
519595,Ln537,MOVIE SIGNIFICANT RESEARCH WISH,15,2023-12-07 13:26:25,74.01,67893,United Kingdom,1110.15
583228,ea163,YOUR IDENTIFY,5,2023-04-02 20:45:56,78.6,65816,United Kingdom,393.0
583228,bb960,WRONG VALUE PRODUCE,7,2023-04-02 20:45:56,35.99,65816,United Kingdom,251.93
583228,Zz218,SHORT PROCESS,10,2023-04-02 20:45:56,1.75,65816,United Kingdom,17.5
583228,yd167,THAT,2,2023-04-02 20:45:56,55.83,65816,United Kingdom,111.66
518867,Eg494,APPROACH SOMETHING ADD,1,2023-01-01 13:59:47,28.03,29534,United Kingdom,28.03
518867,HG911,WALL SIMILAR INDIVIDUAL,4,2023-01-01 13:59:47,77.87,29534,United Kingdom,311.48
518867,Jb614,WESTERN HUNDRED SUFFER,15,2023-01-01 13:59:47,86.28,29534,United Kingdom,1294.2
518867,Nl719,BLUE,15,2023-01-01 13:59:47,27.05,29534,United Kingdom,405.75
518867,Yu014,ORGANIZATION BAR ONCE,6,2023-01-01 13:59:47,52.29,29534,United Kingdom,313.74
518867,yx756,FORWARD ONLY BACK,6,2023-01-01 13:59:47,59.07,29534,United Kingdom,354.42
518867,Ln537,MOVIE SIGNIFICANT RESEARCH WISH,1,2023-01-01 13:59:47,74.01,29534,United Kingdom,74.01
568997,Ny467,USE CLAIM RATE,17,2023-03-03 00:15:59,73.22,87224,United Kingdom,1244.74
568997,rt256,AGAINST OIL,7,2023-03-03 00:15:59,24.83,87224,United Kingdom,173.81
568997,uV014,IMPROVE ANYONE CITY,4,2023-03-03 00:15:59,14.57,87224,United Kingdom,58.28
568997,lm129,MILLION THREAT WEAR,3,2023-03-03 00:15:59,84.25,87224,United Kingdom,252.75
568997,Hj768,ACTUALLY FAMILY NONE,12,2023-03-03 00:15:59,58.42,87224,United Kingdom,701.04
C500159,Sf869,TEACHER SIMPLY AROUND,-12,2023-12-01 05:32:03,44.58,58698,United Kingdom,-534.96
500159,NP415,REPRESENT STILL,5,2023-12-01 05:32:03,80.21,58698,United Kingdom,401.04999999999995
500159,JF670,SOON CANDIDATE,8,2023-12-01 05:32:03,69.81,58698,United Kingdom,558.48
500159,lM416,EVERYBODY WHILE,15,2023-12-01 05:32:03,36.86,58698,United Kingdom,552.9
500159,Om416,WHITE ME,7,2023-12-01 05:32:03,44.25,58698,United Kingdom,309.75
500159,gT797,WAY BANK EASY,19,2023-12-01 05:32:03,69.13,58698,United Kingdom,1313.4699999999998
500159,Cv645,NETWORK CLEAR SKILL APPLY,13,2023-12-01 05:32:03,85.29,58698,United Kingdom,1108.77
500159,Bj388,MAGAZINE WRITER,1,2023-12-01 05:32:03,87.46,58698,United Kingdom,87.46
500159,nc575,TREE ARM HUSBAND,11,2023-12-01 05:32:03,38.81,58698,United Kingdom,426.91
502204,Gr564,WHOSE REAL,11,2023-02-14 10:40:33,9.82,17766,France,108.02000000000001
502204,iX746,TRADITIONAL AMONG,1,2023-02-14 10:40:33,79.75,17766,France,79.75
502204,OS807,HIM UNDERSTAND,1,2023-02-14 10:40:33,58.26,17766,France,58.26
532425,Nv632,FIVE ABOUT EXECUTIVE,2,2023-09-21 06:20:28,86.34,99043,United Kingdom,172.68
532425,xC896,LAUGH CULTURAL THANK,8,2023-09-21 06:20:28,31.16,99043,United Kingdom,249.28
532425,mO904,GLASS PARTICIPANT,14,2023-09-21 06:20:28,48.65,99043,United Kingdom,681.1
532425,wK953,LOSE GAME,2,2023-09-21 06:20:28,71.9,99043,United Kingdom,143.8
532425,rp532,CHARACTER WAR FIVE,13,2023-09-21 06:20:28,87.92,99043,United Kingdom,1142.96
532425,bM510,ROLE REFLECT THINK,5,2023-09-21 06:20:28,36.19,99043,United Kingdom,180.95
532425,mn848,STAFF ROAD COACH,1,2023-09-21 06:20:28,90.27,99043,United Kingdom,90.27
532425,TH426,HUSBAND RAISE,9,2023-09-21 06:20:28,39.0,99043,United Kingdom,351.0
576067,dH343,GUESS VISIT,17,2023-08-10 18:12:58,80.79,96565,United Kingdom,1373.43
576067,HE223,ANY GROWTH,6,2023-08-10 18:12:58,69.31,96565,United Kingdom,415.86
569924,he513,FALL,1,2023-01-11 00:03:35,7.75,21628,United Kingdom,7.75
569924,cV891,HOW NEARLY,1,2023-01-11 00:03:35,56.67,21628,United Kingdom,56.67
569924,YO407,LATER POLITICS,18,2023-01-11 00:03:35,69.82,21628,United Kingdom,1256.7599999999998
569924,kA004,STAFF ROLE,5,2023-01-11 00:03:35,80.46,21628,United Kingdom,402.29999999999995
550225,oA551,RUN ESTABLISH RACE UNDERSTAND,9,2023-10-14 05:41:35,7.07,24810,United Kingdom,63.63
550225,YU348,GIRL DEFENSE RADIO,2,2023-10-14 05:41:35,66.48,24810,United Kingdom,132.96
C515824,PZ822,MY EXIST,-19,2023-10-20 20:27:38,84.14,79429,United Kingdom,-1598.66
558825,KY612,YOU WHO,11,2023-04-16 01:19:03,18.31,56929,United Kingdom,201.41
558825,mO904,GLASS PARTICIPANT,13,2023-04-16 01:19:03,48.65,56929,United Kingdom,632.4499999999999
558825,Nm235,TODAY THOUSAND,13,2023-04-16 01:19:03,64.61,56929,United Kingdom,839.93
558825,fo355,ADMINISTRATION INSTITUTION APPROACH,9,2023-04-16 01:19:03,82.43,56929,United Kingdom,741.8700000000001
516674,nc575,TREE ARM HUSBAND,14,2023-11-21 03:45:21,38.81,61287,United Kingdom,543.34
516674,sA536,INDUSTRY,2,2023-11-21 03:45:21,31.25,61287,United Kingdom,62.5
516674,EW110,AGE,16,2023-11-21 03:45:21,43.39,61287,United Kingdom,694.24
516674,eo043,ARTICLE HEAR SEE FAST,1,2023-11-21 03:45:21,43.82,61287,United Kingdom,43.82
516674,gT954,IMPROVE COACH YEAH,13,2023-11-21 03:45:21,62.77,61287,United Kingdom,816.01
516674,gh587,MOMENT TEACHER LISTEN,18,2023-11-21 03:45:21,26.67,61287,United Kingdom,480.06000000000006
516674,IA716,EACH TO DEVELOP PHYSICAL,1,2023-11-21 03:45:21,42.2,61287,United Kingdom,42.2
516674,On257,SEVEN,7,2023-11-21 03:45:21,93.76,61287,United Kingdom,656.32
526605,td046,STRONG,3,2023-09-17 12:40:31,59.71,20783,United Kingdom,179.13
526605,nl404,CAN SERIOUS MEDIA PICTURE,7,2023-09-17 12:40:31,10.82,20783,United Kingdom,75.74000000000001
526605,DI621,RESOURCE FORWARD,16,2023-09-17 12:40:31,36.18,20783,United Kingdom,578.88
526605,sy251,LETTER SPEND,10,2023-09-17 12:40:31,33.14,20783,United Kingdom,331.4
526605,DR279,MATTER WIND,13,2023-09-17 12:40:31,62.34,20783,United Kingdom,810.4200000000001
526605,Xt044,STEP PERHAPS TRUE,1,2023-09-17 12:40:31,7.17,20783,United Kingdom,7.17
526605,rZ909,RELATE SUMMER CUT,7,2023-09-17 12:40:31,80.69,20783,United Kingdom,564.8299999999999
526605,jD140,GREAT CUP HAND WHO,10,2023-09-17 12:40:31,13.07,20783,United Kingdom,130.7
513794,Hl266,SITUATION BUDGET,9,2023-02-13 01:13:57,67.28,95887,United Kingdom,605.52
528598,tu669,FINANCIAL LOCAL AREA,5,2023-04-14 15:29:13,21.05,69256,United Kingdom,105.25
C528598,Xh326,FINE LEAVE,-18,2023-04-14 15:29:13,95.8,69256,United Kingdom,-1724.3999999999999
528598,hC979,FORGET FINAL,6,2023-04-14 15:29:13,33.01,69256,United Kingdom,198.06
528598,DD609,I CONDITION YARD SOURCE,10,2023-04-14 15:29:13,15.74,69256,United Kingdom,157.4
585995,cV919,PRODUCE,3,2023-01-28 08:28:07,41.85,48279,United Kingdom,125.55000000000001
585995,ay727,WEEK RIGHT,18,2023-01-28 08:28:07,99.49,48279,United Kingdom,1790.82
585995,OC821,PERSON WORD,4,2023-01-28 08:28:07,27.24,48279,United Kingdom,108.96
585995,em976,LIFE KNOWLEDGE,8,2023-01-28 08:28:07,51.11,48279,United Kingdom,408.88
585995,bT174,CLEAR FOCUS NEXT,17,2023-01-28 08:28:07,62.34,48279,United Kingdom,1059.78
558979,Zz218,SHORT PROCESS,1,2023-05-08 06:51:21,1.75,89976,United Kingdom,1.75
558979,Hl266,SITUATION BUDGET,2,2023-05-08 06:51:21,67.28,89976,United Kingdom,134.56
558979,TV206,OCCUR MAJOR CLOSE,11,2023-05-08 06:51:21,16.09,89976,United Kingdom,176.99
576539,ls326,MOMENT CHILD INSTITUTION,18,2023-12-26 11:10:56,75.39,29195,United Kingdom,1357.02
597386,Ky964,SEVERAL COMPUTER CITY MUCH,9,2023-10-31 19:44:31,21.99,81257,United Kingdom,197.91
597386,Qj550,WILL LOSS,3,2023-10-31 19:44:31,37.39,81257,United Kingdom,112.17
597386,TH426,HUSBAND RAISE,5,2023-10-31 19:44:31,39.0,81257,United Kingdom,195.0
597386,VG290,CONGRESS SUFFER NOTE,18,2023-10-31 19:44:31,65.1,81257,United Kingdom,1171.8
597386,YS934,IMPROVE SUDDENLY,17,2023-10-31 19:44:31,84.36,81257,United Kingdom,1434.12
597386,EO415,ROLE MOST,7,2023-10-31 19:44:31,78.72,81257,United Kingdom,551.04
597386,oA062,WIN TAKE VOICE,14,2023-10-31 19:44:31,78.78,81257,United Kingdom,1102.92
596327,VQ139,WELL APPEAR AGENCY,14,2023-12-18 11:15:26,3.59,26182,United Kingdom,50.26
596327,rt256,AGAINST OIL,9,2023-12-18 11:15:26,24.83,26182,United Kingdom,223.46999999999997
C596327,BV440,ME ALTHOUGH FEELING,-16,2023-12-18 11:15:26,1.32,26182,United Kingdom,-21.12
596327,Ke388,CIVIL SCIENCE,19,2023-12-18 11:15:26,20.89,26182,United Kingdom,396.91
596327,mg858,LET SUCCESSFUL THOUSAND,1,2023-12-18 11:15:26,99.22,26182,United Kingdom,99.22
537509,rH686,SEND YES,4,2023-10-23 06:24:17,44.51,53543,United Kingdom,178.04
537509,OP431,MARKET,1,2023-10-23 06:24:17,30.25,53543,United Kingdom,30.25
516668,XR603,CAMPAIGN ESTABLISH THROW,6,2023-06-04 06:56:10,30.57,23391,United Kingdom,183.42000000000002
516668,YO407,LATER POLITICS,19,2023-06-04 06:56:10,69.82,23391,United Kingdom,1326.58
516668,vK597,ME ATTENTION,14,2023-06-04 06:56:10,28.14,23391,United Kingdom,393.96000000000004
516668,TH426,HUSBAND RAISE,19,2023-06-04 06:56:10,39.0,23391,United Kingdom,741.0
516668,yz510,PERSONAL FORM BEHAVIOR SOCIETY,13,2023-06-04 06:56:10,99.64,23391,United Kingdom,1295.32
516668,pp149,SPECIAL KITCHEN,12,2023-06-04 06:56:10,73.07,23391,United Kingdom,876.8399999999999
516668,zR693,MOVEMENT HER DEBATE,10,2023-06-04 06:56:10,50.15,23391,United Kingdom,501.5
516668,gV218,WATCH MONEY SUBJECT,19,2023-06-04 06:56:10,60.46,23391,United Kingdom,1148.74
593127,lu937,SURE POLICE PER EITHER,12,2023-05-19 17:34:15,84.8,13348,Germany,1017.5999999999999
593127,sA536,INDUSTRY,7,2023-05-19 17:34:15,31.25,13348,Germany,218.75
593127,vX110,DIFFICULT BOOK TOP,8,2023-05-19 17:34:15,6.72,13348,Germany,53.76
593127,CB832,DISCOVER CATCH SITE,17,2023-05-19 17:34:15,28.94,13348,Germany,491.98
593127,rD886,FALL DEVELOPMENT HUSBAND,3,2023-05-19 17:34:15,75.06,13348,Germany,225.18
593127,mO904,GLASS PARTICIPANT,6,2023-05-19 17:34:15,48.65,13348,Germany,291.9
593127,VQ139,WELL APPEAR AGENCY,12,2023-05-19 17:34:15,3.59,13348,Germany,43.08
593127,nF524,TOO,15,2023-05-19 17:34:15,56.59,13348,Germany,848.85
532650,QN089,NATURAL SUCCESS INSTEAD,12,2023-10-06 00:11:50,87.79,31352,United Kingdom,1053.48
532650,cV891,HOW NEARLY,12,2023-10-06 00:11:50,56.67,31352,United Kingdom,680.04
532650,UW751,DEBATE WIFE,4,2023-10-06 00:11:50,11.0,31352,United Kingdom,44.0
532650,QA492,STILL REST DISCOVER,9,2023-10-06 00:11:50,96.82,31352,United Kingdom,871.3799999999999
C532650,Bw123,PAINTING RATHER BUILDING,-17,2023-10-06 00:11:50,55.12,31352,United Kingdom,-937.04
532650,um902,GOVERNMENT MOST,2,2023-10-06 00:11:50,46.69,31352,United Kingdom,93.38
533023,IR661,REMAIN HOSPITAL,10,2023-10-20 15:39:00,61.91,54996,Spain,619.0999999999999
533023,hp247,HEAVY THOSE,6,2023-10-20 15:39:00,15.49,54996,Spain,92.94
533023,Yd235,HEALTH FUTURE,6,2023-10-20 15:39:00,79.07,54996,Spain,474.41999999999996
533023,JU981,MOST THIRD,5,2023-10-20 15:39:00,44.5,54996,Spain,222.5
533023,sb947,TRY RESPOND,8,2023-10-20 15:39:00,60.22,54996,Spain,481.76
533023,Xa941,ORDER WISH,3,2023-10-20 15:39:00,10.21,54996,Spain,30.630000000000003
533023,ER411,RETURN EFFORT SOUTH,14,2023-10-20 15:39:00,55.95,54996,Spain,783.3000000000001
533160,Gr564,WHOSE REAL,15,2023-05-13 03:07:41,9.82,15756,United Kingdom,147.3
533160,wO566,CHARGE BREAK ABLE,19,2023-05-13 03:07:41,54.46,15756,United Kingdom,1034.74
533160,xY457,MYSELF,16,2023-05-13 03:07:41,31.25,15756,United Kingdom,500.0
533160,rD886,FALL DEVELOPMENT HUSBAND,8,2023-05-13 03:07:41,75.06,15756,United Kingdom,600.48
533160,uV014,IMPROVE ANYONE CITY,15,2023-05-13 03:07:41,14.57,15756,United Kingdom,218.55
533160,JU981,MOST THIRD,11,2023-05-13 03:07:41,44.5,15756,United Kingdom,489.5
533160,DR279,MATTER WIND,4,2023-05-13 03:07:41,62.34,15756,United Kingdom,249.36
533160,ks731,MACHINE JUST GOAL,10,2023-05-13 03:07:41,17.63,15756,United Kingdom,176.29999999999998
533160,Ie347,FAR CIVIL,10,2023-05-13 03:07:41,64.75,15756,United Kingdom,647.5
585159,Yl707,WITH WITH NECESSARY,9,2023-07-13 14:19:19,42.7,94578,United Kingdom,384.3
585159,Gr564,WHOSE REAL,2,2023-07-13 14:19:19,9.82,94578,United Kingdom,19.64
585159,wK953,LOSE GAME,14,2023-07-13 14:19:19,71.9,94578,United Kingdom,1006.6000000000001
585159,gE452,PRESENT SYSTEM,2,2023-07-13 14:19:19,34.49,94578,United Kingdom,68.98
585159,xF298,END GROUP CUSTOMER,4,2023-07-13 14:19:19,53.76,94578,United Kingdom,215.04
585159,mS916,CULTURAL PICK BORN,3,2023-07-13 14:19:19,44.32,94578,United Kingdom,132.96
585159,Dw397,SIMILAR PIECE EYE,14,2023-07-13 14:19:19,16.05,94578,United Kingdom,224.70000000000002
585159,EW110,AGE,16,2023-07-13 14:19:19,43.39,94578,United Kingdom,694.24
538744,DG849,SOMETHING NOTICE,6,2023-03-20 07:15:50,29.2,48279,United Kingdom,175.2
538744,rG556,SEEM PREPARE ENVIRONMENT HISTORY,16,2023-03-20 07:15:50,18.24,48279,United Kingdom,291.84
558168,OP431,MARKET,12,2023-01-28 12:47:09,30.25,94801,United Kingdom,363.0
558168,lj404,AGAINST,3,2023-01-28 12:47:09,84.59,94801,United Kingdom,253.77
558168,UT670,MAIN PEACE,5,2023-01-28 12:47:09,84.15,94801,United Kingdom,420.75
558168,AV598,DOCTOR,9,2023-01-28 12:47:09,20.55,94801,United Kingdom,184.95000000000002
558168,TK629,AGAINST PERFORM MOVEMENT,3,2023-01-28 12:47:09,38.68,94801,United Kingdom,116.03999999999999
558168,Kk560,STRONG EFFECT,18,2023-01-28 12:47:09,80.79,94801,United Kingdom,1454.22
558168,ru852,ATTACK,2,2023-01-28 12:47:09,96.88,94801,United Kingdom,193.76
558168,wM643,THROUGHOUT FRIEND CHANCE TELL,4,2023-01-28 12:47:09,13.71,94801,United Kingdom,54.84
558168,KT770,CENTURY MOVEMENT,13,2023-01-28 12:47:09,5.27,94801,United Kingdom,68.50999999999999
559255,tV924,HAPPEN CERTAIN NICE,14,2023-04-23 20:43:52,79.63,25636,United Kingdom,1114.82
559255,JU981,MOST THIRD,13,2023-04-23 20:43:52,44.5,25636,United Kingdom,578.5
559255,yz510,PERSONAL FORM BEHAVIOR SOCIETY,5,2023-04-23 20:43:52,99.64,25636,United Kingdom,498.2
502584,Ux529,BASE DIFFERENT RUN,5,2023-02-25 22:58:18,25.97,38588,United Kingdom,129.85
502584,GD095,EAT,7,2023-02-25 22:58:18,26.4,38588,United Kingdom,184.79999999999998
502584,nS662,REALLY CUP STATION,2,2023-02-25 22:58:18,54.05,38588,United Kingdom,108.1
522145,dd815,AS PARTICIPANT,3,2023-04-25 21:26:47,75.77,83169,United Kingdom,227.31
522145,RV877,BABY JUST,10,2023-04-25 21:26:47,53.18,83169,United Kingdom,531.8
522145,et895,ACCEPT,12,2023-04-25 21:26:47,60.75,83169,United Kingdom,729.0
522145,qz183,OPERATION LEAD,2,2023-04-25 21:26:47,30.46,83169,United Kingdom,60.92
522145,Am936,FLY POPULAR ONTO,8,2023-04-25 21:26:47,61.98,83169,United Kingdom,495.84
522145,Xk050,TEST PROCESS,9,2023-04-25 21:26:47,94.36,83169,United Kingdom,849.24
522145,Oq024,THE WELL,12,2023-04-25 21:26:47,48.87,83169,United Kingdom,586.4399999999999
522145,Sw736,BUY AGENT BIG,5,2023-04-25 21:26:47,59.44,83169,United Kingdom,297.2
500061,sb947,TRY RESPOND,5,2023-11-29 04:42:44,60.22,83257,United Kingdom,301.1
500061,JU981,MOST THIRD,5,2023-11-29 04:42:44,44.5,83257,United Kingdom,222.5
500061,SA879,RECEIVE DIRECTOR,4,2023-11-29 04:42:44,72.92,83257,United Kingdom,291.68
500061,vw398,AROUND AUDIENCE DINNER,16,2023-11-29 04:42:44,87.4,83257,United Kingdom,1398.4
500061,TV206,OCCUR MAJOR CLOSE,18,2023-11-29 04:42:44,16.09,83257,United Kingdom,289.62
500061,cH614,MODERN FORM ECONOMIC,10,2023-11-29 04:42:44,69.8,83257,United Kingdom,698.0
500061,AW869,SUFFER NOT,3,2023-11-29 04:42:44,31.82,83257,United Kingdom,95.46000000000001
500061,bj163,SHOULD FREE ARGUE,10,2023-11-29 04:42:44,72.09,83257,United Kingdom,720.9000000000001
507284,Ky964,SEVERAL COMPUTER CITY MUCH,4,2023-10-07 09:20:22,21.99,85273,Spain,87.96
507284,qk257,YEAR ACTUALLY TREAT,13,2023-10-07 09:20:22,14.21,85273,Spain,184.73000000000002
507284,yt117,WITHOUT WITHIN,14,2023-10-07 09:20:22,18.18,85273,Spain,254.51999999999998
505763,ru852,ATTACK,17,2023-03-09 08:04:59,96.88,51438,United Kingdom,1646.96
505763,Ne387,PEOPLE THEY ATTORNEY,7,2023-03-09 08:04:59,12.52,51438,United Kingdom,87.64
505763,kF805,REPORT SUPPORT,4,2023-03-09 08:04:59,52.39,51438,United Kingdom,209.56
505763,EE266,TELL YOUNG LAW,12,2023-03-09 08:04:59,52.05,51438,United Kingdom,624.5999999999999
505763,hp247,HEAVY THOSE,10,2023-03-09 08:04:59,15.49,51438,United Kingdom,154.9
505763,ls326,MOMENT CHILD INSTITUTION,2,2023-03-09 08:04:59,75.39,51438,United Kingdom,150.78
505763,FX867,IN BUDGET WHO,14,2023-03-09 08:04:59,55.87,51438,United Kingdom,782.18
505860,SA879,RECEIVE DIRECTOR,2,2023-06-19 04:50:45,72.92,35067,United Kingdom,145.84
505860,ZB746,COUPLE DEEP,14,2023-06-19 04:50:45,61.18,35067,United Kingdom,856.52
505860,SE564,MATERIAL BUILDING HIGH,11,2023-06-19 04:50:45,75.86,35067,United Kingdom,834.46
505860,Pm124,PRACTICE ALL,2,2023-06-19 04:50:45,61.42,35067,United Kingdom,122.84
505860,RZ973,MEETING TECHNOLOGY,4,2023-06-19 04:50:45,98.79,35067,United Kingdom,395.16
505860,uO774,SINGLE,6,2023-06-19 04:50:45,73.55,35067,United Kingdom,441.29999999999995
505860,Ky964,SEVERAL COMPUTER CITY MUCH,4,2023-06-19 04:50:45,21.99,35067,United Kingdom,87.96
599497,fz498,SECTION FIND TEACHER EARLY,16,2023-03-10 01:10:00,49.1,42634,Germany,785.6
599497,ku663,WANT SPECIAL PLAYER,11,2023-03-10 01:10:00,64.03,42634,Germany,704.33
599497,Tt916,NOR INDIVIDUAL USE SIMILAR,11,2023-03-10 01:10:00,53.83,42634,Germany,592.13
599497,xC896,LAUGH CULTURAL THANK,10,2023-03-10 01:10:00,31.16,42634,Germany,311.6
599497,zt523,ABLE NEED,1,2023-03-10 01:10:00,8.14,42634,Germany,8.14
599497,mu924,SECURITY UNDERSTAND,17,2023-03-10 01:10:00,92.78,42634,Germany,1577.26
568040,uO774,SINGLE,6,2023-01-27 18:47:35,73.55,59933,United Kingdom,441.29999999999995
568040,jd285,DEVELOP LITTLE HIT,14,2023-01-27 18:47:35,80.24,59933,United Kingdom,1123.36
568040,Bj388,MAGAZINE WRITER,2,2023-01-27 18:47:35,87.46,59933,United Kingdom,174.92
568040,oY217,EXECUTIVE MILITARY RELATE,9,2023-01-27 18:47:35,9.77,59933,United Kingdom,87.92999999999999
568040,nz572,CAREER REMAIN SECTION,4,2023-01-27 18:47:35,95.6,59933,United Kingdom,382.4
568040,Hk052,POLICY TWO WE,19,2023-01-27 18:47:35,88.81,59933,United Kingdom,1687.39
568040,zT134,ALONE AIR NATURE,17,2023-01-27 18:47:35,54.96,59933,United Kingdom,934.32
568040,Dh277,WHAT PROCESS,1,2023-01-27 18:47:35,40.9,59933,United Kingdom,40.9
568040,xR194,NATURAL FACT,2,2023-01-27 18:47:35,22.14,59933,United Kingdom,44.28
570691,Lg712,TERM TODAY,12,2023-10-17 11:12:35,99.84,42606,United Kingdom,1198.08
570691,hf269,NATURE RULE,5,2023-10-17 11:12:35,66.37,42606,United Kingdom,331.85
570691,Fe139,SERVICE RIGHT MYSELF,14,2023-10-17 11:12:35,3.56,42606,United Kingdom,49.84
570691,ii468,OCCUR MATTER,6,2023-10-17 11:12:35,54.68,42606,United Kingdom,328.08
570691,lm129,MILLION THREAT WEAR,1,2023-10-17 11:12:35,84.25,42606,United Kingdom,84.25
570691,vq339,FILL THOUGHT,16,2023-10-17 11:12:35,48.62,42606,United Kingdom,777.92
570691,Gy595,PEOPLE ANYONE,6,2023-10-17 11:12:35,66.52,42606,United Kingdom,399.12
570691,rG556,SEEM PREPARE ENVIRONMENT HISTORY,13,2023-10-17 11:12:35,18.24,42606,United Kingdom,237.11999999999998
570691,TF031,TREE,13,2023-10-17 11:12:35,78.42,42606,United Kingdom,1019.46
